Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Location
Camp Intermission,Franklin,11/06/1992,90NR02917,-74.1489,44.3503175525,"(44.35031755250, -74.14890000000)"
High Bridge Aqueduct and Water Tower,Bronx,12/04/1972,90NR00923,-73.9299,40.842320562,"(40.84232056200, -73.92990000000)"
Johnson House,Jefferson,09/27/1985,90NR01125,-76.3663,44.1059137611,"(44.10591376110, -76.36630000000)"
Closter Road--Oak Tree Road Historic District,Rockland,07/12/1990,90NR03078,-73.9063,41.0118294383,"(41.01182943830, -73.90630000000)"
Washington Spring Road--Woods Road Historic District,Rockland,07/12/1990,90NR03080,-73.9164,41.0121469217,"(41.01214692170, -73.91640000000)"
Stony Kill Farm,Dutchess,03/20/1980,90NR00296,-73.9512,41.5422540258,"(41.54225402580, -73.95120000000)"
Bloomvale Historic District,Dutchess,12/30/1991,91NR00290,-73.7568,41.8008118861,"(41.80081188610, -73.75680000000)"
Cypress Avenue West Historic District,Kings,09/30/1983,90NR01600,-73.9127,40.7048272887,"(40.70482728870, -73.91270000000)"
Monument Circle Historic District,Wyoming,05/11/1992,92NR00346,-78.1307,42.743138826,"(42.74313882600, -78.13070000000)"
Southside Sportsmen's Club District,Suffolk,07/23/1973,90NR01869,-73.1502,40.7718306675,"(40.77183066750, -73.15020000000)"
Wheeler Hill Historic District,Dutchess,06/14/1991,90NR03290,-73.9431,41.577202802,"(41.57720280200, -73.94310000000)"
Rockland County Courthouse and Dutch Gardens,Rockland,01/03/1991,91NR00049,-73.9904,41.1468432776,"(41.14684327760, -73.99040000000)"
Branch Historic District,Suffolk,09/11/1986,90NR01921,-73.1833,40.856823756,"(40.85682375600, -73.18330000000)"
"Collins, Jonathan C., House and Cemetery",Lewis,11/09/1988,90NR01193,-75.4094,43.562754405,"(43.56275440500, -75.40940000000)"
Fredonia Commons Historic District,Chautauqua,10/19/1978,90NR00115,-79.3321,42.4402477856,"(42.44024778560, -79.33210000000)"
Oak Hill,Columbia,06/26/1979,90NR00236,-73.8467,42.1953123969,"(42.19531239690, -73.84670000000)"
Hanford Mill,Delaware,03/26/1973,90NR00277,-74.8809,42.4216257266,"(42.42162572660, -74.88090000000)"
Stockade Historic District,Schenectady,04/03/1973,90NR02654,-73.9457,42.8179870763,"(42.81798707630, -73.94570000000)"
Breakabeen Historic District,Schoharie,12/31/1974,90NR02674,-74.4097,42.5250452132,"(42.52504521320, -74.40970000000)"
Sternbergh House,Schoharie,03/21/1985,90NR02678,-74.3018,42.7023859283,"(42.70238592830, -74.30180000000)"
Mott Haven Historic District,Bronx,03/25/1980,90NR00035,-73.9245,40.8111134837,"(40.81111348370, -73.92450000000)"
New Windsor Cantonment,Orange,07/31/1972,90NR02308,-74.0628,41.4744123804,"(41.47441238040, -74.06280000000)"
Unadilla Water Works,Otsego,09/04/1992,92NR00343,-75.3188,42.3370783502,"(42.33707835020, -75.31880000000)"
Unadilla Historic District,Otsego,09/04/1992,91NR03369,-75.3131,42.3258837092,"(42.32588370920, -75.31310000000)"
Cathedral of the Incarnation Complex,Nassau,11/14/1978,91NR00240,-73.6427,40.7203727599,"(40.72037275990, -73.64270000000)"
Unadilla Water Works,Otsego,09/04/1992,92NR00343,-75.3134,42.3448649568,"(42.34486495680, -75.31340000000)"
The Woodpile,Westchester,02/10/1992,91NR00082,-73.7306,41.2289501071,"(41.22895010710, -73.73060000000)"
"Hill, Nathaniel, Brick House",Orange,01/05/1978,90NR02304,-74.1757,41.5259717802,"(41.52597178020, -74.17570000000)"
Heckscher Park (Huntington),Suffolk,09/26/1985,90NR01825,-73.4207,40.8754685983,"(40.87546859830, -73.42070000000)"
Old Town Green Historic District,Suffolk,09/26/1985,90NR01833,-73.4152,40.8754725279,"(40.87547252790, -73.41520000000)"
Bronx River Parkway Reservation,Westchester,01/11/1991,91NR03356,-73.7962,41.0120697899,"(41.01206978990, -73.79620000000)"
Old Champlain Canal,Saratoga,09/01/1976,90NR02762,-73.4939,43.3713062549,"(43.37130625490, -73.49390000000)"
Shelter Island Heights Historic District,Suffolk,05/07/1993,91NR00163,-72.3564,41.0844877894,"(41.08448778940, -72.35640000000)"
Elka Park Historic District,Greene,05/22/1993,93NR00434,-74.1673,42.1559790037,"(42.15597900370, -74.16730000000)"
"Jones, Samuel and Johanna Farm",Montgomery,05/27/1993,92NR00383,-74.1044,42.9641308373,"(42.96413083730, -74.10440000000)"
St. Joseph's Seminary,Sullivan,07/08/1993,94NR00752,-75.0579,41.7701257639,"(41.77012576390, -75.05790000000)"
Beachbend,Suffolk,08/09/1993,91NR00124,-73.1837,40.9030096219,"(40.90300962190, -73.18370000000)"
By-the-Harbor,Suffolk,08/09/1993,91NR00121,-73.1804,40.8918617495,"(40.89186174950, -73.18040000000)"
East Farm,Suffolk,08/09/1993,91NR00122,-73.1542,40.9134878073,"(40.91348780730, -73.15420000000)"
Harbor House,Suffolk,08/09/1993,91NR00120,-73.1783,40.8969860216,"(40.89698602160, -73.17830000000)"
Land of Clover,Suffolk,08/09/1993,91NR00109,-73.1865,40.9136765131,"(40.91367651310, -73.18650000000)"
Rassapeague,Suffolk,08/09/1993,91NR00128,-73.1813,40.9163327863,"(40.91633278630, -73.18130000000)"
"Ryan, William J., Estate",Suffolk,08/09/1993,91NR00127,-73.1875,40.9036890716,"(40.90368907160, -73.18750000000)"
"Wetherill, Kate Anette, Estate",Suffolk,08/09/1993,91NR00132,-73.1686,40.8926778915,"(40.89267789150, -73.16860000000)"
Woodcrest,Suffolk,08/09/1993,91NR00126,-73.1825,40.899956629,"(40.89995662900, -73.18250000000)"
Indian Brook Road Historic District,Putnam,08/19/1993,92NR00309,-73.9139,41.4116101841,"(41.41161018410, -73.91390000000)"
Riverside Cemetery,Oswego,08/19/1993,94NR00731,-76.4763,43.4233799246,"(43.42337992460, -76.47630000000)"
Vanderbilt Lane Historic District,Dutchess,09/02/1993,93NR00499,-73.9371,41.8025969756,"(41.80259697560, -73.93710000000)"
Main St. - Albertson St. Historic District,Dutchess,09/02/1993,90NR02897,-73.9376,41.7898034073,"(41.78980340730, -73.93760000000)"
"Howard, Thomas H., Estate - The Craigs",Dutchess,08/19/1993,90NR02892,-73.9344,41.7984467822,"(41.79844678220, -73.93440000000)"
"Rogers, Archibald, Estate - Crumwold",Dutchess,09/02/1993,90NR02900,-73.9388,41.7796465994,"(41.77964659940, -73.93880000000)"
Coleman Station Historic District,Dutchess,09/30/1993,93NR00456,-73.5174,41.9049450956,"(41.90494509560, -73.51740000000)"
Minisink Battlefield,Sullivan,09/16/1993,93NR00465,-74.9706,41.4882789721,"(41.48827897210, -74.97060000000)"
"Van Rensselaer, Henry I., House",Columbia,09/16/1993,93NR00454,-73.757,42.1889852546,"(42.18898525460, -73.75700000000)"
Camp Dudley Road Historic District,Essex,10/21/1993,93NR00505,-73.4179,44.1550510582,"(44.15505105820, -73.41790000000)"
Honeoye Falls Historic District,Monroe,11/24/1993,93NR00451,-77.5912,42.9517519807,"(42.95175198070, -77.59120000000)"
Garrison Grist Mill Historic District,Putnam,12/23/1993,92NR00349,-73.9453,41.3751451235,"(41.37514512350, -73.94530000000)"
West Main Street / James Street Historic District,Otsego,03/17/1994,93NR00443,-74.9881,42.8534183296,"(42.85341832960, -74.98810000000)"
"Sayer, Mary Van Duzer, House",Orange,03/08/1996,90NR03053,-74.0864,41.4105635115,"(41.41056351150, -74.08640000000)"
Scribner House,Orange,03/08/1996,90NR03056,-74.0239,41.4376060826,"(41.43760608260, -74.02390000000)"
"Mandel, Richard H., House",Westchester,03/01/1996,94NR00717,-73.7253,41.2446099096,"(41.24460990960, -73.72530000000)"
Stone Grist Mill Complex,Montgomery,02/23/1996,95NR00880,-74.6964,43.0045087745,"(43.00450877450, -74.69640000000)"
Covert Cobblestone Farmhouse,Monroe,11/07/1995,95NR00888,-77.7553,43.2562040453,"(43.25620404530, -77.75530000000)"
Covert Cobblestone Farmhouse,Monroe,11/07/1995,95NR00888,-77.7305,43.2301223945,"(43.23012239450, -77.73050000000)"
East Main Street Historic District,Otsego,11/07/1995,95NR00890,-74.9754,42.85189598,"(42.85189598000, -74.97540000000)"
"Baker, J. & E., Cobblestone Farmhouse",Wayne,11/07/1995,95NR00903,-77.3129,43.0360026709,"(43.03600267090, -77.31290000000)"
"Pelton, Gideon, Farm",Orange,11/03/1995,95NR00885,-74.2388,41.5052791983,"(41.50527919830, -74.23880000000)"
"Markle, Jacob F., Stone House",Ulster,08/10/1995,95NR00853,-74.2169,41.8334415405,"(41.83344154050, -74.21690000000)"
"Barley, Zachariah, Stone House",Ulster,08/10/1995,95NR00848,-74.2387,41.8254399932,"(41.82543999320, -74.23870000000)"
Hornbeck Stone House,Ulster,08/10/1995,95NR00849,-74.2212,41.8170606012,"(41.81706060120, -74.22120000000)"
Krom Stone House and Dutch Barn,Ulster,08/10/1995,95NR00846,-74.2106,41.8177705302,"(41.81777053020, -74.21060000000)"
Mount Morris Park Historic District (Boundary Increase),New York,05/24/1996,94NR00708,-73.9478,40.8053156304,"(40.80531563040, -73.94780000000)"
"Ten Eyck, Tobias C., House and Cemeteries",Albany,11/25/1994,94NR00750,-73.8058,42.5133604542,"(42.51336045420, -73.80580000000)"
North Main Street Historic District,Cayuga,02/03/1993,92NR00358,-76.4219,42.7156209807,"(42.71562098070, -76.42190000000)"
Church Street-Congress Street Historic District,Cayuga,02/03/1993,92NR00357,-76.4187,42.7100825515,"(42.71008255150, -76.41870000000)"
"Hardenbergh, Isaac, House",Delaware,12/12/1994,94NR00626,-74.453,42.3371887012,"(42.33718870120, -74.45300000000)"
"Tousey, Benjamin C., House (The Willows)",Dutchess,08/19/1994,94NR00709,-73.7654,41.834782644,"(41.83478264400, -73.76540000000)"
Rosenlund Estate Buildings,Dutchess,05/14/1991,90NR03291,-73.9327,41.7220207669,"(41.72202076690, -73.93270000000)"
Trudeau Sanitorium,Essex,04/20/1995,95NR00803,-74.1219,44.3422665035,"(44.34226650350, -74.12190000000)"
Green-Wood Cemetery,Kings,03/08/1997,94NR00549,-73.9902,40.6522466475,"(40.65224664750, -73.99020000000)"
Clarkson Corners Historic District,Monroe,09/02/1994,94NR00734,-77.9287,43.2318547013,"(43.23185470130, -77.92870000000)"
"Phelps, Stephen, House",Monroe,02/02/1995,94NR00756,-77.3918,43.1277958757,"(43.12779587570, -77.39180000000)"
Scobey Power Plant,Erie,09/20/1996,96NR00942,-78.6985,42.4785086348,"(42.47850863480, -78.69850000000)"
Cold Spring Harbor Laboratory,Nassau,03/30/1994,94NR00543,-73.4692,40.861227499,"(40.86122749900, -73.46920000000)"
"East 66th St., 131-135, East 67th St., 130-134, Apt. Bldgs. at",New York,08/11/1982,91NR00227,-73.9644,40.7667716638,"(40.76677166380, -73.96440000000)"
Holland Tunnel,New York,11/04/1993,93NR00477,-74.0208,40.7274972177,"(40.72749721770, -74.02080000000)"
Astor Row Houses,New York,08/11/1982,92NR00429,-73.9417,40.8100788633,"(40.81007886330, -73.94170000000)"
Utica Armory,Oneida,03/02/1995,95NR00770,-75.209,43.0797719416,"(43.07977194160, -75.20900000000)"
"Neck Canal of 1730, The",Oneida,08/15/1995,95NR00816,-75.2741,43.1303225863,"(43.13032258630, -75.27410000000)"
Thornden Park,Onondaga,12/29/1994,90NR01699,-76.1258,43.0417551706,"(43.04175517060, -76.12580000000)"
Oakwood Cemetery,Onondaga,05/09/1991,90NR03310,-76.1359,43.0306511275,"(43.03065112750, -76.13590000000)"
"Warner, Oliver, Farmstead",Ontario,11/17/1988,90NR01983,-77.1342,42.9123953778,"(42.91239537780, -77.13420000000)"
Hillside Cemetery,Orange,09/07/1994,94NR00710,-74.4297,41.4428057526,"(41.44280575260, -74.42970000000)"
Main Street Historic District Expansion,Orleans,11/24/1997,97NR01279,-78.3876,43.2196613253,"(43.21966132530, -78.38760000000)"
Hamilton Farmstead,Oswego,11/14/1991,91NR00026,-76.2307,43.4749483826,"(43.47494838260, -76.23070000000)"
Lindesay Patent Rural Historic District,Otsego,08/18/1995,95NR00877,-74.7678,42.8000087309,"(42.80000873090, -74.76780000000)"
"Grove, The",Otsego,07/10/1980,90NR02197,-75.2472,42.5451315967,"(42.54513159670, -75.24720000000)"
Manitoga (Russell Wright Estate),Putnam,11/15/1996,91NR00061,-73.9492,41.3473376637,"(41.34733766370, -73.94920000000)"
Saratoga National Historical Park,Saratoga,10/15/1966,90NR02592,-73.6347,42.9954085811,"(42.99540858110, -73.63470000000)"
West Side Historic District,Saratoga,04/04/1994,93NR00473,-73.7907,43.0841294631,"(43.08412946310, -73.79070000000)"
Schoharie County Courthouse Complex,Schoharie,08/15/1995,95NR00839,-74.3119,42.663611542,"(42.66361154200, -74.31190000000)"
Sharon Springs Historic District,Schoharie,06/03/1994,94NR00627,-74.614,42.7963554868,"(42.79635548680, -74.61400000000)"
"Delaware and Hudson Canal, Roebling Aqueduct",Sullivan,11/24/1968,94NR00587,-74.9847,41.482526151,"(41.48252615100, -74.98470000000)"
Kripplebush Historic District,Ulster,10/04/1994,94NR00634,-74.1916,41.8399154413,"(41.83991544130, -74.19160000000)"
Rest Plaus Historic District,Ulster,06/01/1995,95NR00767,-74.1643,41.8211327592,"(41.82113275920, -74.16430000000)"
Camp Wapanachki,Ulster,11/25/1994,94NR00746,-74.2765,42.0518017814,"(42.05180178140, -74.27650000000)"
"DuBois, Josiah, Farm",Ulster,02/18/1988,90NR01073,-74.1134,41.7261341381,"(41.72613413810, -74.11340000000)"
Middaugh Stone House and Dutch Barn,Ulster,12/29/1994,94NR00758,-74.2287,41.8210419624,"(41.82104196240, -74.22870000000)"
William Miller Farm Historic District,Washington,04/04/1994,94NR00586,-73.3118,43.5948463781,"(43.59484637810, -73.31180000000)"
"Woodworth, Abner, House",Yates,08/24/1994,94NR00646,-77.0537,42.6917255774,"(42.69172557740, -77.05370000000)"
"Rose, Henry, House (Hampstead)",Yates,08/24/1994,94NR00653,-77.1141,42.6041835665,"(42.60418356650, -77.11410000000)"
"Weaver, Solomon, House",Yates,08/24/1994,94NR00679,-77.1558,42.5980290806,"(42.59802908060, -77.15580000000)"
"Wagener, Abraham, House",Yates,08/24/1994,94NR00642,-77.137,42.5099208837,"(42.50992088370, -77.13700000000)"
"Botsford, Samuel, House",Yates,08/24/1994,94NR00684,-77.161,42.6299014567,"(42.62990145670, -77.16100000000)"
"Wilkinson, Jemima, House (Friend House)",Yates,08/24/1994,94NR00638,-77.1649,42.6560184805,"(42.65601848050, -77.16490000000)"
"Perry, Ezikial, House",Yates,08/24/1984,94NR00686,-77.0987,42.6671208493,"(42.66712084930, -77.09870000000)"
Sill Tenant Cottage,Yates,08/24/1994,94NR00689,-77.1214,42.6025044388,"(42.60250443880, -77.12140000000)"
Saint Bernard's Seminary,Monroe,04/18/1996,96NR00940,-77.6286,43.2098576743,"(43.20985767430, -77.62860000000)"
"Green, Asahel, Farm",Yates,08/24/1994,94NR00671,-77.3003,42.7263344151,"(42.72633441510, -77.30030000000)"
"Raplee, Miles, House",Yates,08/24/1994,94NR00655,-76.9234,42.6177563431,"(42.61775634310, -76.92340000000)"
"Swartout, William, Farm",Yates,08/24/1994,94NR00658,-77.0589,42.6340283704,"(42.63402837040, -77.05890000000)"
"Potter, Arnold, House",Yates,08/24/1994,94NR00636,-77.1295,42.6913544933,"(42.69135449330, -77.12950000000)"
"Hobart, James, House",Yates,08/24/1994,94NR00682,-77.213,42.6960793121,"(42.69607931210, -77.21300000000)"
"Swortz, William, House",Yates,08/24/1994,94NR00687,-76.9748,42.5486772239,"(42.54867722390, -76.97480000000)"
"Curtis, Thomas Bennett, House",Yates,08/24/1994,94NR00674,-76.9296,42.5489722609,"(42.54897226090, -76.92960000000)"
"Noyes, John, House",Yates,08/24/1994,94NR00654,-76.9249,42.5227334592,"(42.52273345920, -76.92490000000)"
South Main Street Historic District,Livingston,03/01/1996,96NR00909,-77.8715,42.7218753685,"(42.72187536850, -77.87150000000)"
Murray Street Historic District,Livingston,03/01/1996,96NR00910,-77.8765,42.7224913646,"(42.72249136460, -77.87650000000)"
State and Eagle Streets Historic District,Livingston,03/01/1996,96NR00911,-77.878,42.7253954011,"(42.72539540110, -77.87800000000)"
Lakeview Cemetery,Yates,02/23/1996,96NR00932,-77.0668,42.662080107,"(42.66208010700, -77.06680000000)"
Crooked Lake Outlet Historic District,Yates,01/19/1996,95NR00899,-77.0026,42.6654651473,"(42.66546514730, -77.00260000000)"
Morse Farm,Cayuga,02/24/1995,95NR00799,-76.4192,42.7060947356,"(42.70609473560, -76.41920000000)"
New Baltimore Hamlet Historic District,Greene,02/23/1996,96NR00928,-73.7878,42.4463377664,"(42.44633776640, -73.78780000000)"
Tinker Cobblestone Farmstead,Monroe,04/27/1995,95NR00815,-77.5729,43.0675086751,"(43.06750867510, -77.57290000000)"
Peachcroft,Orange,03/10/1995,95NR00764,-74.2152,41.5444878345,"(41.54448783450, -74.21520000000)"
"Baker, Sebastian, Stone House",Ulster,02/23/1996,96NR00943,-74.247,41.833104333,"(41.83310433300, -74.24700000000)"
Village of Greenwich Historic District,Washington,08/31/1995,92NR00424,-73.4992,43.0919036728,"(43.09190367280, -73.49920000000)"
Bellport Village Historic District,Suffolk,07/04/1980,96NR01015,-72.9383,40.7568980338,"(40.75689803380, -72.93830000000)"
Point Chautauqua Historic District,Chautauqua,05/17/1996,96NR00982,-79.4597,42.2376875735,"(42.23768757350, -79.45970000000)"
Main Street Historic District,Steuben,04/26/1996,96NR00938,-77.2341,42.1058844682,"(42.10588446820, -77.23410000000)"
"Bookstaver, Jacob, House",Orange,06/03/1996,96NR00975,-74.2432,41.5585102769,"(41.55851027690, -74.24320000000)"
Cromwell Manor,Orange,06/03/1996,90NR03229,-74.0446,41.4245288126,"(41.42452881260, -74.04460000000)"
First Old School Baptist Church of Roxbury and Vega Cemetery,Delaware,04/12/1996,96NR00935,-74.5357,42.2495632375,"(42.24956323750, -74.53570000000)"
Onesquethaw Valley Historic District,Albany,01/17/1974,90NR02802,-73.9031,42.5552327929,"(42.55523279290, -73.90310000000)"
Lake Mohonk Mountain House Complex,Ulster,07/16/1973,90NR02849,-74.1562,41.7626121958,"(41.76261219580, -74.15620000000)"
"Estabrook, Charles, Mansion",Onondaga,04/26/1996,96NR00963,-76.0207,43.0283768386,"(43.02837683860, -76.02070000000)"
New York State Inebriate Asylum,Broome,07/24/1996,96NR01039,-75.8656,42.1066649597,"(42.10666495970, -75.86560000000)"
Russia Corners Historic District,Herkimer,07/25/1996,96NR00966,-75.0798,43.2578798436,"(43.25787984360, -75.07980000000)"
St. Paul's Episcopal Church and Cemetery,Oneida,08/30/1996,96NR01019,-75.3147,43.0023501834,"(43.00235018340, -75.31470000000)"
Boston Post Road Historic District,Westchester,10/29/1982,90NR02516,-73.7004,40.9554907739,"(40.95549077390, -73.70040000000)"
Cragsmoor Historic District,Ulster,08/08/1996,96NR01010,-74.3862,41.6717837252,"(41.67178372520, -74.38620000000)"
Prospect Park,Kings,09/17/1980,90NR01313,-73.9697,40.6619238019,"(40.66192380190, -73.96970000000)"
Prospect Park South Historic District,Kings,07/21/1983,90NR01291,-73.9665,40.646329295,"(40.64632929500, -73.96650000000)"
Stuyvesant Heights Historic District (Boundary Increase),Kings,11/15/1996,96NR01081,-73.9368,40.681256953,"(40.68125695300, -73.93680000000)"
Alfred Village Historic District,Allegany,09/11/1985,90NR00027,-77.7892,42.2538389187,"(42.25383891870, -77.78920000000)"
South Street Historic District,Allegany,05/26/1988,90NR00031,-78.2751,42.2139108292,"(42.21391082920, -78.27510000000)"
Market Street Historic District,Wayne,12/08/1972,90NR02286,-77.2296,43.0643556727,"(43.06435567270, -77.22960000000)"
Sonnenberg Gardens,Ontario,09/28/1973,90NR01994,-77.2722,42.8981670324,"(42.89816703240, -77.27220000000)"
"Homestead, The",Livingston,08/30/1974,90NR01378,-77.8166,42.7902475651,"(42.79024756510, -77.81660000000)"
Westerly,Livingston,12/19/1974,90NR01372,-77.8553,42.8222819899,"(42.82228198990, -77.85530000000)"
Chili Mills Conservation Area,Monroe,03/12/1975,90NR01450,-77.8187,43.0831508161,"(43.08315081610, -77.81870000000)"
Barber-Mulligan Farm,Livingston,05/19/1980,90NR01352,-77.7114,42.9378751446,"(42.93787514460, -77.71140000000)"
Pittsford Village Historic District,Monroe,09/07/1984,90NR01532,-77.5166,43.0894980742,"(43.08949807420, -77.51660000000)"
